gamma_true,gamma_hat
1.0,0.9999798536300659
1.0,0.9999740123748779
1.0,0.9999591112136841
1.0,0.9999691247940063
1.0,0.999971866607666
1.0,0.9999786615371704
1.0,0.9999797344207764
1.0,0.9999856948852539
1.0,0.9999886751174927
1.0,0.9999855756759644
1.0,0.9999841451644897
1.0,0.999966025352478
