step,time_s,case_name,alt_ft,vc_kts,theta_deg,phi_deg,hdot_fps,q_dps,elev_raw,elev_comp,elev_plant,throttle,speedbrake,case_gamma_estimate,physical_gamma,comp_factor,mrac_elev,observer_bias_q,observer_bias_theta,detector_severity,detector_confidence,mmae_gamma_hat,mmae_best_gamma,residual_enabled,rl_residual,interlock_tripped
2261,18.833333,TECS_MRAC,15289.903410814703,535.8622643626569,0.1721260159526039,2.857251146726578,10.498265047867097,-0.009309974737030498,0.014065715883252361,0.0075905224572393685,0.0037952612286196842,0.15,0.2,1.0,0.5,1.0,-0.006475193426012993,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2262,18.841667,TECS_MRAC,15289.990714285523,535.87889075941,0.17212228928206738,2.8302594932577323,10.470915540919536,-0.009909158637855058,0.013691967454340733,0.007221716557231224,0.003610858278615612,0.15,0.2,1.0,0.5,1.0,-0.0064702508971095085,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2263,18.85,TECS_MRAC,15290.077755607665,535.8989941444579,0.17193121341591602,2.8522287947044127,10.414050440393316,-0.008872213070793854,0.013333829337428216,0.006839895372907523,0.0034199476864537615,0.15,0.2,1.0,0.5,1.0,-0.006493933964520693,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2264,18.858333,TECS_MRAC,15290.164199214429,535.912140251681,0.1716242552951093,2.923902288317604,10.411443416643001,-0.008493268799523996,0.012916037745881055,0.006369563683974717,0.0031847818419873586,0.15,0.2,1.0,0.5,1.0,-0.006546474061906338,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2265,18.866667,TECS_MRAC,15290.251138053834,535.9217563924092,0.17148670766426627,2.9449569121954555,10.438117419265195,-0.008254653293085758,0.01328836168451529,0.006742356543525271,0.0033711782717626357,0.15,0.2,1.0,0.5,1.0,-0.006546005140990019,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2266,18.875,TECS_MRAC,15290.338334456086,535.927883276009,0.1715424571386846,2.9180025670789758,10.494577482072735,-0.009532400131391061,0.013662682801812038,0.007145782422601327,0.0035728912113006635,0.15,0.2,1.0,0.5,1.0,-0.0065169003792107105,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2267,18.883333,TECS_MRAC,15290.426127221435,535.9409579044434,0.171699109243777,2.8417981927190796,10.496772264355634,-0.009394163071266545,0.014095135543525176,0.007636461451679425,0.0038182307258397127,0.15,0.2,1.0,0.5,1.0,-0.006458674091845751,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2268,18.891667,TECS_MRAC,15290.513420317322,535.9575511234387,0.17168275652837509,2.8167677974458547,10.469337835679859,-0.010031623752212495,0.013723110744797835,0.007269646471434483,0.0036348232357172414,0.15,0.2,1.0,0.5,1.0,-0.006453464273363352,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2269,18.9,TECS_MRAC,15290.600446887314,535.9776225388293,0.17147823272763194,2.840597758916054,10.412370628079103,-0.009005111223579788,0.013350536967115927,0.006873306272970963,0.0034366531364854814,0.15,0.2,1.0,0.5,1.0,-0.006477230694144964,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2270,18.908333,TECS_MRAC,15290.68687601015,535.990734050774,0.1711613459530106,2.914225402435224,10.409775308684981,-0.008575515433050485,0.012931024856315717,0.006401153947608337,0.0032005769738041685,0.15,0.2,1.0,0.5,1.0,-0.00652987090870738,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2271,18.916667,TECS_MRAC,15290.773801393807,536.0003147978507,0.17101500773824824,2.937209340300129,10.436426770676611,-0.008307181672245508,0.013305819750240687,0.006776428472659234,0.003388214236329617,0.15,0.2,1.0,0.5,1.0,-0.006529391277581453,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2272,18.925,TECS_MRAC,15290.86098349467,536.0064054978445,0.17106415855738794,2.9121939811221726,10.49290662394479,-0.009583458926107624,0.013679941192466943,0.00717963185926172,0.00358981592963086,0.15,0.2,1.0,0.5,1.0,-0.006500309333205223,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2273,18.933333,TECS_MRAC,15290.9487625584,536.019445753002,0.17121494270315876,2.837871539607607,10.49508803003738,-0.009452723771227817,0.014113604454229062,0.007671540034840291,0.0038357700174201457,0.15,0.2,1.0,0.5,1.0,-0.006442064419388771,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2274,18.941667,TECS_MRAC,15291.036041457206,536.0360056005029,0.1711934115757631,2.8146891867971036,10.467617825732068,-0.010083937385251703,0.013741279061288171,0.007304411421865754,0.003652205710932877,0.15,0.2,1.0,0.5,1.0,-0.006436867639422417,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2275,18.95,TECS_MRAC,15291.123053468764,536.0560445509855,0.1709849693460368,2.8403644235631065,10.4106311128735,-0.009034311166538437,0.013368524735539174,0.00690785528507731,0.003453927642538655,0.15,0.2,1.0,0.5,1.0,-0.0064606694504618645,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2276,18.958333,TECS_MRAC,15291.209468070418,536.0691217471995,0.1706645147888662,2.9158027898383536,10.408015365046683,-0.008573382945191974,0.012949638308726884,0.006436308620267249,0.0032181543101336245,0.15,0.2,1.0,0.5,1.0,-0.006513329688459635,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2277,18.966667,TECS_MRAC,15291.296378694475,536.0786672766984,0.1705158607202049,2.9405542280103414,10.434655673061949,-0.00828834922845638,0.013324409510595967,0.006811538964165618,0.003405769482082809,0.15,0.2,1.0,0.5,1.0,-0.006512870546430349,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2278,18.975,TECS_MRAC,15291.38354601711,536.0847218230908,0.17056405681052647,2.917262075631824,10.491144935398307,-0.009558281434059316,0.01369919947258272,0.0072153996946577054,0.0036076998473288527,0.15,0.2,1.0,0.5,1.0,-0.0064837997779250145,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2279,18.983333,TECS_MRAC,15291.471310518682,536.0977277627437,0.1707145996817723,2.8445949119962033,10.493228869224158,-0.009424257545475937,0.01413378533705993,0.007708239320515826,0.003854119660257913,0.15,0.2,1.0,0.5,1.0,-0.006425546016544104,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2280,18.991667,TECS_MRAC,15291.558573149145,536.1142543855079,0.17069830579373607,2.820915138457265,10.46577485559875,-0.010043588577788056,0.013760862152547319,0.007340416989744384,0.003670208494872192,0.15,0.2,1.0,0.5,1.0,-0.006420445162802935,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2281,19.0,TECS_MRAC,15291.645570259541,536.1342609513316,0.1704948282777762,2.84612826052069,10.408792472748317,-0.00899171482316221,0.013392734344450034,0.006948502271768846,0.003474251135884423,0.15,0.2,1.0,0.5,1.0,-0.006444232072681189,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2282,19.008333,TECS_MRAC,15291.73196952045,536.1473041771052,0.17017788566969047,2.921084359708269,10.406174117524634,-0.00854917906080528,0.012973919922869823,0.0064770318031424495,0.0032385159015712248,0.15,0.2,1.0,0.5,1.0,-0.006496888119727373,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2283,19.016667,TECS_MRAC,15291.818864766508,536.1568147625748,0.17003198943853806,2.945311579449577,10.432818211062674,-0.008273276908337044,0.01334794435621989,0.006851512118892792,0.003425756059446396,0.15,0.2,1.0,0.5,1.0,-0.006496432237327099,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2284,19.025,TECS_MRAC,15291.906016815454,536.162833420779,0.17008246292628582,2.9214664478433523,10.489311319023608,-0.009544266957950347,0.013722491941063945,0.0072551337318711925,0.0036275668659355963,0.15,0.2,1.0,0.5,1.0,-0.006467358209192753,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2285,19.033333,TECS_MRAC,15291.993766054511,536.1758053793625,0.17023527593121227,2.8482429565586673,10.49148956478038,-0.009407031449571224,0.014156930011785506,0.007747828357941388,0.003873914178970694,0.15,0.2,1.0,0.5,1.0,-0.006409101653844118,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2286,19.041667,TECS_MRAC,15292.081014897674,536.1922988517912,0.1702150203700125,2.8261471896543533,10.46400113760042,-0.010032838347968172,0.01378499971226515,0.007381090647435801,0.0036905453237179005,0.15,0.2,1.0,0.5,1.0,-0.0064039090648293495,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2287,19.05,TECS_MRAC,15292.167996630073,536.2122733028632,0.1700067502036868,2.852889500981024,10.406969818666958,-0.008975168657798521,0.01341170630684752,0.006983976338865943,0.0034919881694329717,0.15,0.2,1.0,0.5,1.0,-0.006427729967981577,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2288,19.058333,TECS_MRAC,15292.254380453378,536.2252823130585,0.1696857964585921,2.9293854116726625,10.404323000797595,-0.00850499565480433,0.012991877957627854,0.006511443513826213,0.0032557217569131065,0.15,0.2,1.0,0.5,1.0,-0.0064804344438016415,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2289,19.066667,TECS_MRAC,15292.341260228306,536.2347577835712,0.16953771851524427,2.9551267089814437,10.43094957234014,-0.008211249763006115,0.013366270523774653,0.0068862635570347604,0.0034431317785173802,0.15,0.2,1.0,0.5,1.0,-0.006480006966739893,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2290,19.075,TECS_MRAC,15292.428396675736,536.2407404501582,0.16958782884711235,2.9327611829304256,10.487449123443554,-0.009475094247530125,0.013741852988254305,0.007290902354519841,0.0036454511772599204,0.15,0.2,1.0,0.5,1.0,-0.006450950633734465,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2291,19.083333,TECS_MRAC,15292.516130499542,536.2536781625179,0.16974121664098418,2.860957552060338,10.489340456814851,-0.009333965002318824,0.014177557146417392,0.0077848691216282975,0.0038924345608141488,0.15,0.2,1.0,0.5,1.0,-0.006392688024789095,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2292,19.091667,TECS_MRAC,15292.603359218687,536.2701387231797,0.1697383829494287,2.8338258279204256,10.461934124190627,-0.009939100502063345,0.013803470245498967,0.007415694015968394,0.003707847007984197,0.15,0.2,1.0,0.5,1.0,-0.006387776229530573,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2293,19.1,TECS_MRAC,15292.690325360745,536.2900809216807,0.16954696019816215,2.855716272277898,10.404961603297924,-0.008906365138186866,0.013444705537309075,0.0070331880327064045,0.0035165940163532023,0.15,0.2,1.0,0.5,1.0,-0.006411517504602671,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2294,19.108333,TECS_MRAC,15292.776692599058,536.3030566646852,0.16923883657985006,2.9273823069138847,10.402315841022139,-0.008529570256392373,0.013025503466649213,0.006561338296903529,0.0032806691484517647,0.15,0.2,1.0,0.5,1.0,-0.006464165169745684,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2295,19.116667,TECS_MRAC,15292.863555449992,536.3124977678003,0.16910093104568455,2.948361565071241,10.428990430985124,-0.008290868128844145,0.01339768550614809,0.006933948279125442,0.003466974139562721,0.15,0.2,1.0,0.5,1.0,-0.006463737227022648,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2296,19.125,TECS_MRAC,15292.950675934553,536.3184450788315,0.16915732922929927,2.9212735603502082,10.485499384688241,-0.009569737593694255,0.013772694063249064,0.0073380597353605755,0.0036690298676802877,0.15,0.2,1.0,0.5,1.0,-0.006434634327888489,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2297,19.133333,TECS_MRAC,15293.03839341551,536.3313494578174,0.16931516296626736,2.844867115330071,10.48767258710764,-0.009430454449400305,0.01420614435390861,0.007829781016868662,0.003914890508434331,0.15,0.2,1.0,0.5,1.0,-0.0063763633370399475,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2298,19.141667,TECS_MRAC,15293.125610351562,536.3477772096455,0.1692990688626819,2.8197088340446195,10.46017928375469,-0.01007444804701032,0.013833808232110827,0.007462631430488913,0.0037313157152444563,0.15,0.2,1.0,0.5,1.0,-0.006371176801621914,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2299,19.15,TECS_MRAC,15293.212560229003,536.3676877995794,0.16909361304298381,2.843472042399936,10.403103238857447,-0.009051628229917274,0.013460210677509283,0.007065207384799694,0.003532603692399847,0.15,0.2,1.0,0.5,1.0,-0.006395003292709589,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2300,19.158333,TECS_MRAC,15293.298911496997,536.3806293127794,0.16877510959805087,2.917108067886934,10.400469381226074,-0.008621594637786641,0.01303928133067988,0.0065915283930053584,0.0032957641965026792,0.15,0.2,1.0,0.5,1.0,-0.006447752937674522,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2301,19.166667,TECS_MRAC,15293.385759409517,536.3900354051841,0.1686280453382084,2.940036324827983,10.42712144543566,-0.00835151418590929,0.013414001979616421,0.00696668816053583,0.003483344080267915,0.15,0.2,1.0,0.5,1.0,-0.006447313819080591,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2302,19.175,TECS_MRAC,15293.472864102572,536.395946931381,0.1686775453499635,2.914910163656455,10.483651205400857,-0.009628047000421308,0.01378883646727465,0.00737060272992514,0.00368530136496257,0.15,0.2,1.0,0.5,1.0,-0.00641823373734951,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2303,19.183333,TECS_MRAC,15293.560566417873,536.4088173088232,0.16882922149452387,2.840408720578221,10.48581096504519,-0.009495838447382828,0.014223528301780926,0.007863585578715311,0.0039317927893576556,0.15,0.2,1.0,0.5,1.0,-0.006359942723065615,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2304,19.191667,TECS_MRAC,15293.647767666727,536.4252120479183,0.16880771639070713,2.817121138603906,10.458281431189784,-0.010132695075048619,0.013850868561606236,0.007496098404120036,0.003748049202060018,0.15,0.2,1.0,0.5,1.0,-0.0063547701574862,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2305,19.2,TECS_MRAC,15293.734701499343,536.4450905162699,0.1685981955808316,2.842753042612814,10.401186666921006,-0.009085331534925526,0.013477106106865876,0.007098473602372878,0.003549236801186439,0.15,0.2,1.0,0.5,1.0,-0.006378632504492998,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2306,19.208333,TECS_MRAC,15293.821036774665,536.4579980840779,0.1682760197229588,2.9182226984005966,10.398533103846018,-0.008622291844836929,0.013056857531978966,0.006625456290408255,0.0033127281452041274,0.15,0.2,1.0,0.5,1.0,-0.006431401241570711,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2307,19.216667,TECS_MRAC,15293.907868470997,536.4673693442116,0.16812654803932092,2.942941865975796,10.42517460596922,-0.008334353402642105,0.013431575548039714,0.007000593867288867,0.0035002969336444334,0.15,0.2,1.0,0.5,1.0,-0.006430981680750847,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2308,19.225,TECS_MRAC,15293.994956929237,536.4732451150944,0.16817501006686328,2.919562682217518,10.481714412200967,-0.00960370810100191,0.013807081418975716,0.007405169109746342,0.003702584554873171,0.15,0.2,1.0,0.5,1.0,-0.006401912309229374,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2309,19.233333,TECS_MRAC,15294.082643218338,536.4860815558478,0.1683263616307424,2.846739844416257,10.483791702094585,-0.009467575060882182,0.01424269728907554,0.00789908484169452,0.00394954242084726,0.15,0.2,1.0,0.5,1.0,-0.00634361244738102,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2310,19.241667,TECS_MRAC,15294.169826976955,536.5024434167102,0.16830916436720958,2.8233098169029907,10.456273812999367,-0.010092314999883485,0.013869570128364983,0.007531049687160674,0.003765524843580337,0.15,0.2,1.0,0.5,1.0,-0.0063385204412043095,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2311,19.25,TECS_MRAC,15294.256744455546,536.5222898472115,0.1681037139787626,2.8488232113323266,10.399180054628015,-0.009039705725987876,0.013499692836922378,0.007137320293259591,0.0035686601466297955,0.15,0.2,1.0,0.5,1.0,-0.0063623725436627865,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2312,19.258333,TECS_MRAC,15294.343062974513,536.535163777962,0.1677843541801567,2.9241505968286394,10.396521436339084,-0.008588465935999483,0.013079487317799619,0.006664346968381694,0.003332173484190847,0.15,0.2,1.0,0.5,1.0,-0.006415140349417925,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2313,19.266667,TECS_MRAC,15294.429877862334,536.5445004485337,0.16763722694948102,2.9486820017962367,10.423164535263549,-0.00830552922452047,0.013453546986280035,0.00703882014408524,0.00351941007204262,0.15,0.2,1.0,0.5,1.0,-0.006414726842194796,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2314,19.275,TECS_MRAC,15294.516949601471,536.5503407023482,0.16768782766546292,2.925080967280352,10.479708328705787,-0.009574042316079969,0.013828958996712106,0.007443302457361358,0.003721651228680679,0.15,0.2,1.0,0.5,1.0,-0.006385656539350748,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2315,19.283333,TECS_MRAC,15294.604619197547,536.5631434818888,0.16784145153089425,2.8520229527583862,10.481825644449646,-0.009433488209304614,0.014264605118104217,0.007937252165892122,0.003968626082946061,0.15,0.2,1.0,0.5,1.0,-0.006327352952212095,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2316,19.291667,TECS_MRAC,15294.691786866635,536.5794725724066,0.167823600011746,2.829251695626272,10.454291505797508,-0.010060117313332027,0.013892046864712787,0.0075698241029029615,0.0037849120514514807,0.15,0.2,1.0,0.5,1.0,-0.006322222761809826,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2317,19.3,TECS_MRAC,15294.778687555343,536.599287201896,0.16761665392664493,2.8554008204587453,10.397164890045495,-0.009005716160036517,0.01351985383658041,0.0071737626741670505,0.0035868813370835253,0.15,0.2,1.0,0.5,1.0,-0.006346091162413359,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2318,19.308333,TECS_MRAC,15294.864989094436,536.6121274098463,0.16729587096327125,2.9313745778152414,10.394487197612733,-0.00854404299066874,0.01309884881125698,0.006699957246798371,0.0033499786233991856,0.15,0.2,1.0,0.5,1.0,-0.006398891564458609,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2319,19.316667,TECS_MRAC,15294.95178699866,536.6214294471715,0.16714827547469724,2.956529231212414,10.421120774938228,-0.008253045091481798,0.01347294932928898,0.0070744521799407205,0.0035372260899703602,0.15,0.2,1.0,0.5,1.0,-0.006398497149348259,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2320,19.325,TECS_MRAC,15295.038841698319,536.6272341888339,0.16719941762289314,2.9335262013090637,10.477670929030651,-0.009517336048550923,0.01384896731839536,0.007479530693004116,0.003739765346502058,0.15,0.2,1.0,0.5,1.0,-0.006369436625391245,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2321,19.333333,TECS_MRAC,15295.126494403929,536.640003245068,0.1673541606031709,2.8610324531148725,10.479665976553456,-0.009373531456113334,0.014285383695161748,0.007974255779183316,0.003987127889591658,0.15,0.2,1.0,0.5,1.0,-0.006311127915978432,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2322,19.341667,TECS_MRAC,15295.213643115014,536.6562997228799,0.1673443868509564,2.8360619891266077,10.452163739468677,-0.009991732267951045,0.013912034962461366,0.007605917096273078,0.003802958548136539,0.15,0.2,1.0,0.5,1.0,-0.006306117866188288,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2323,19.35,TECS_MRAC,15295.300526741892,536.6760825447939,0.16714488614872325,2.86009619213269,10.395050926499263,-0.008949353892968689,0.013545904553294416,0.007215949020147558,0.003607974510073779,0.15,0.2,1.0,0.5,1.0,-0.006329955533146858,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2324,19.358333,TECS_MRAC,15295.386810656637,536.6888894843596,0.16682959652801166,2.93397273680171,10.392372509867322,-0.008528938638081528,0.013124857527388848,0.006742114165051497,0.0033710570825257486,0.15,0.2,1.0,0.5,1.0,-0.006382743362337351,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2325,19.366667,TECS_MRAC,15295.473590884358,536.6981572678719,0.16668628297570132,2.957039136222313,10.419022205143428,-0.00826138904677685,0.013497941848530788,0.007115591969981213,0.0035577959849906063,0.15,0.2,1.0,0.5,1.0,-0.006382349878549576,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2326,19.375,TECS_MRAC,15295.560628224164,536.7039268287671,0.16674032392615445,2.931958146142103,10.475580131689497,-0.009532146261469853,0.013873621052380873,0.007520346598949505,0.0037601732994747526,0.15,0.2,1.0,0.5,1.0,-0.006353274453431368,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2327,19.383333,TECS_MRAC,15295.648263510317,536.7166626188964,0.16689737682093106,2.8574319584729495,10.477737950032434,-0.009388959029013832,0.01430931496926434,0.008014356675826383,0.0040071783379131915,0.15,0.2,1.0,0.5,1.0,-0.006294958293437958,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2328,19.391667,TECS_MRAC,15295.735397364944,536.732926542222,0.16687956728846787,2.8341657779515232,10.450180332083558,-0.010026105342686172,0.01393721560484318,0.007647425686033051,0.0038237128430165255,0.15,0.2,1.0,0.5,1.0,-0.006289789918810129,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2329,19.4,TECS_MRAC,15295.822263471782,536.7526778870625,0.16667140148723508,2.8598409204807402,10.39300060021825,-0.00898292359322574,0.013562369790117811,0.007248687721978496,0.003624343860989248,0.15,0.2,1.0,0.5,1.0,-0.006313682068139315,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2330,19.408333,TECS_MRAC,15295.908529989421,536.7654510931804,0.1663493232089915,2.9354027479888516,10.39030335052868,-0.008523676498584383,0.013140156276158022,0.006773620254925417,0.0033868101274627084,0.15,0.2,1.0,0.5,1.0,-0.006366536021232605,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2331,19.416667,TECS_MRAC,15295.995293065906,536.7746843035832,0.1662011631018925,2.9601440450960563,10.416934786045363,-0.008233219632192266,0.013514336773514287,0.007148175143956678,0.003574087571978339,0.15,0.2,1.0,0.5,1.0,-0.0063661616295576096,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2332,19.425,TECS_MRAC,15296.0823129341,536.7804184647497,0.16625245573187009,2.936725664021966,10.473506305669822,-0.0094986791866779,0.013890855223746782,0.007553750392855888,0.003776875196427944,0.15,0.2,1.0,0.5,1.0,-0.006337104830890894,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2333,19.433333,TECS_MRAC,15296.169931102544,536.793120644125,0.16640763350073176,2.863803817287797,10.475577120551067,-0.00935707498714876,0.014327885632513098,0.008049109534470371,0.004024554767235186,0.15,0.2,1.0,0.5,1.0,-0.0062787760980427265,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2334,19.441667,TECS_MRAC,15296.257046248764,536.8093520305607,0.16639300424374395,2.8402146081544424,10.44802818472675,-0.009985260190248785,0.013955223246722456,0.007681530307291981,0.0038407651536459904,0.15,0.2,1.0,0.5,1.0,-0.006273692939430475,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2335,19.45,TECS_MRAC,15296.343894790858,536.8290716584219,0.16618810648069712,2.8656115922348473,10.390853691654852,-0.008938331525479033,0.013584441871852053,0.0072868642336729895,0.0036434321168364947,0.15,0.2,1.0,0.5,1.0,-0.006297577638179064,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2336,19.458333,TECS_MRAC,15296.430143419653,536.8418115786973,0.16586804322376675,2.9408784139905277,10.388149960102897,-0.008491251054247903,0.013162472518831576,0.006812045584172095,0.0034060227920860477,0.15,0.2,1.0,0.5,1.0,-0.006350426934659481,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2337,19.466667,TECS_MRAC,15296.516888484359,536.8510105655124,0.16572156565844606,2.96529256330097,10.414782611127338,-0.008208097434435005,0.013535890363581722,0.007185830835677927,0.0035929154178389634,0.15,0.2,1.0,0.5,1.0,-0.006350059527903795,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2338,19.475,TECS_MRAC,15296.603890445083,536.8567095758327,0.16577445184205813,2.941525748908762,10.47136063673074,-0.009475293643283048,0.013912356246892781,0.007591353983316989,0.0037956769916584945,0.15,0.2,1.0,0.5,1.0,-0.006321002263575792,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2339,19.483333,TECS_MRAC,15296.691490776837,536.8693784578619,0.16593133705181365,2.8682486895486803,10.473498392024275,-0.0093329368209897,0.014349470790361404,0.008086803313230514,0.004043401656615257,0.15,0.2,1.0,0.5,1.0,-0.00626266747713089,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2340,19.491667,TECS_MRAC,15296.778589084744,536.8855773974605,0.16591394938274606,2.8457732350899234,10.44592433431794,-0.009967408766755262,0.013977550096855512,0.007720030039594521,0.0038600150197972607,0.15,0.2,1.0,0.5,1.0,-0.00625752005726099,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2341,19.5,TECS_MRAC,15296.86541967094,536.9052655586019,0.1657055625322756,2.872250414782122,10.388711655776781,-0.00891786475164054,0.013603064078078906,0.0073216346420211,0.00366081732101055,0.15,0.2,1.0,0.5,1.0,-0.006281429436057806,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2342,19.508333,TECS_MRAC,15296.951650250703,536.9179720353907,0.16538243441916844,2.948608463897805,10.385984558634924,-0.008452296881749742,0.013180248460446423,0.00684593154368264,0.00342296577184132,0.15,0.2,1.0,0.5,1.0,-0.0063343169167637825,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2343,19.516667,TECS_MRAC,15297.038377225399,536.9271366911915,0.16523434571540987,2.974092570965934,10.412604315755237,-0.008157523052711887,0.013553824685879484,0.007219851427145735,0.0036099257135728674,0.15,0.2,1.0,0.5,1.0,-0.006333973258733749,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2344,19.525,TECS_MRAC,15297.125361017883,536.9328005046812,0.16528709363499125,2.9513688206931548,10.469190397838142,-0.009420607127446991,0.013931127622041595,0.007626199054781091,0.0038130995273905456,0.15,0.2,1.0,0.5,1.0,-0.006304928567260504,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2345,19.533333,TECS_MRAC,15297.212943371385,536.9454359200274,0.16544460246991236,2.8790888888692128,10.471117241466146,-0.009276541465790414,0.014369286625497496,0.008122699829601204,0.004061349914800602,0.15,0.2,1.0,0.5,1.0,-0.006246586795896292,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2346,19.541667,TECS_MRAC,15297.300020199269,536.961602606868,0.16544025891196562,2.8528572024718057,10.4436037376346,-0.009897534316626336,0.013995802087867073,0.007754155958229116,0.003877077979114558,0.15,0.2,1.0,0.5,1.0,-0.006241646129637957,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
2347,19.55,TECS_MRAC,15297.386832647026,536.9812592202825,0.16524433421537432,2.875718264220496,10.386431597187352,-0.008868568379050661,0.013632027072644173,0.007366529771870314,0.003683264885935157,0.15,0.2,1.0,0.5,1.0,-0.006265497300773859,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0
