alt_ft,vc_kts,gamma,noise,mode,baseline_mean,mode_mean,delta_mode_minus_baseline,ci95_lo,ci95_hi,improves
15000.0,400.0,0.5,0,FULL_STACK,580.8034342508763,569.9131869271398,-10.890247323736503,-10.969641118459403,-10.808359232843008,True
15000.0,400.0,0.5,0,HYBRID,580.8034342508763,564.989036578685,-15.814397672191262,-15.86241253499882,-15.773861587131373,True
15000.0,400.0,0.8,0,FULL_STACK,573.5099950771779,568.1551599316299,-5.354835145548009,-5.398190548671389,-5.308626713939077,True
15000.0,400.0,0.8,0,HYBRID,573.5099950771779,564.9941043879837,-8.51589068919418,-8.533900646073699,-8.49838375402621,True
