step,time_s,case_name,alt_ft,vc_kts,theta_deg,phi_deg,hdot_fps,q_dps,elev_raw,elev_comp,elev_plant,throttle,speedbrake,case_gamma_estimate,physical_gamma,comp_factor,mrac_elev,observer_bias_q,observer_bias_theta,detector_severity,detector_confidence,rl_residual,interlock_tripped
61,0.5,FULL_STACK,15098.31692128256,489.96466087886404,0.38391730538272684,1.9017853140761543,10.065772391019047,-0.053249907076238646,-0.002337680729556466,-0.015862369509864235,-0.015862369509864235,0.15,0.1270833333333335,1.0,1.0,1.0,-0.01352468878030777,0.0,0.0,1.0,1.0,0.0,False
62,0.508333,FULL_STACK,15098.400438029319,489.9945192206388,0.38333038618446746,1.9652953896418597,10.06664369789761,-0.049589639666748606,-0.0027431640534857607,-0.016324540576265225,-0.016324540576265225,0.15,0.12916666666666682,1.0,1.0,1.0,-0.013581376522779465,0.0,0.0,1.0,1.0,0.0,False
63,0.516667,FULL_STACK,15098.484544489533,490.02052078650405,0.3828785268669834,1.9860894848659818,10.099284448189971,-0.04512783605362275,-0.002271404420326868,-0.015849023987840334,-0.015849023987840334,0.15,0.13125000000000014,1.0,1.0,1.0,-0.013577619567513466,0.0,0.0,1.0,1.0,0.0,False
64,0.525,FULL_STACK,15098.56895083189,490.04274544105624,0.3825833994591129,1.9662195732696555,10.163588176752523,-0.04370275299279129,-0.0018949415441352655,-0.015437732441325836,-0.015437732441325836,0.15,0.13333333333333347,1.0,1.0,1.0,-0.01354279089719057,0.0,0.0,1.0,1.0,0.0,False
65,0.533333,FULL_STACK,15098.654024597257,490.0725341997272,0.38237796777763955,1.9047913077095453,10.166031311340134,-0.04197607076308754,-0.0014707509391837508,-0.014947756934993783,-0.014947756934993783,0.15,0.1354166666666668,1.0,1.0,1.0,-0.013477005995810032,0.0,0.0,1.0,1.0,0.0,False
66,0.541667,FULL_STACK,15098.738536227494,490.10615708590166,0.3820798217546201,1.8856675210780065,10.136425824252937,-0.04174111834758985,-0.0019259702131504243,-0.015397628554737013,-0.015397628554737013,0.15,0.13750000000000012,1.0,1.0,1.0,-0.01347165834158659,0.0,0.0,1.0,1.0,0.0,False
67,0.55,FULL_STACK,15098.822771135718,490.1435347409509,0.38167119981333336,1.9077087688424252,10.075231925479251,-0.03833561894326981,-0.0022816810612976933,-0.0157793363412321,-0.0157793363412321,0.15,0.13958333333333345,1.0,1.0,1.0,-0.013497655279934406,0.0,0.0,1.0,1.0,0.0,False
68,0.558333,FULL_STACK,15098.906366072595,490.1733274832641,0.38120799267029376,1.9715429687512664,10.075864911890674,-0.03451430524602728,-0.0026762591565835667,-0.016230793100117463,-0.016230793100117463,0.15,0.14166666666666677,1.0,1.0,1.0,-0.013554533943533897,0.0,0.0,1.0,1.0,0.0,False
69,0.566667,FULL_STACK,15098.990548249334,490.1992676079499,0.380881469084602,1.9926212525610558,10.108271997040553,-0.029972762369256122,-0.0021951398823929187,-0.015746145976014172,-0.015746145976014172,0.15,0.1437500000000001,1.0,1.0,1.0,-0.013551006093621254,0.0,0.0,1.0,1.0,0.0,False
70,0.575,FULL_STACK,15099.075028523803,490.22143491528414,0.38071270030258253,1.9729976603705028,10.172346884549523,-0.028542303815760468,-0.0018090851374401285,-0.01532548700947897,-0.01532548700947897,0.15,0.14583333333333343,1.0,1.0,1.0,-0.013516401872038841,0.0,0.0,1.0,1.0,0.0,False
71,0.583333,FULL_STACK,15099.160174343735,490.2511623699372,0.38063389607780507,1.9117776684868755,10.174613494205353,-0.026885356902705763,-0.0013757307107870622,-0.014826566542250398,-0.014826566542250398,0.15,0.14791666666666675,1.0,1.0,1.0,-0.013450835831463337,0.0,0.0,1.0,1.0,0.0,False
72,0.591667,FULL_STACK,15099.244756948203,490.28472264438483,0.3804635955313033,1.8918821005429152,10.144916897609203,-0.02679063243425024,-0.0018219166243791112,-0.015267573371005011,-0.015267573371005011,0.15,0.15000000000000008,1.0,1.0,1.0,-0.0134456567466259,0.0,0.0,1.0,1.0,0.0,False
73,0.6,FULL_STACK,15099.329062525183,490.3220362420529,0.38018132850850245,1.9132049393664592,10.083673718606828,-0.023604186449888213,-0.0021677144728758577,-0.015639452908203864,-0.015639452908203864,0.15,0.1520833333333334,1.0,1.0,1.0,-0.013471738435328007,0.0,0.0,1.0,1.0,0.0,False
74,0.608333,FULL_STACK,15099.412727735937,490.3517716597376,0.3798421862295408,1.9763510121205943,10.084213624504558,-0.020080199193084406,-0.002554588567918982,-0.016083250370330062,-0.016083250370330062,0.15,0.15416666666666673,1.0,1.0,1.0,-0.01352866180241108,0.0,0.0,1.0,1.0,0.0,False
75,0.616667,FULL_STACK,15099.496978949755,490.37765828663316,0.3796373894089449,1.99672677519802,10.116534358628558,-0.01588751018038346,-0.0020673212378732792,-0.015592542734693729,-0.015592542734693729,0.15,0.15625000000000006,1.0,1.0,1.0,-0.01352522149682045,0.0,0.0,1.0,1.0,0.0,False
76,0.625,FULL_STACK,15099.581527743489,490.39977588307534,0.37958725607993066,1.9763743177329476,10.180515020913782,-0.014850690276743378,-0.001674978046415756,-0.01516567541539521,-0.01516567541539521,0.15,0.15833333333333338,1.0,1.0,1.0,-0.013490697368979454,0.0,0.0,1.0,1.0,0.0,False
77,0.633333,FULL_STACK,15099.666741199791,490.4294493798386,0.3796236776986281,1.9144133270591106,10.182812541083992,-0.013635572118963553,-0.0012362176939861775,-0.014661437498034715,-0.014661437498034715,0.15,0.1604166666666667,1.0,1.0,1.0,-0.013425219804048538,0.0,0.0,1.0,1.0,0.0,False
78,0.641667,FULL_STACK,15099.751392692327,490.4629538717884,0.3795612126293267,1.8954784159914173,10.153122251680088,-0.014039825597954568,-0.0016762788375244597,-0.01509628696044545,-0.01509628696044545,0.15,0.16250000000000003,1.0,1.0,1.0,-0.01342000812292099,0.0,0.0,1.0,1.0,0.0,False
79,0.65,FULL_STACK,15099.835766583681,490.5002099755147,0.37938231088665725,1.9177512268636812,10.091924011409532,-0.011390832844274515,-0.0020202496184818963,-0.015466329185556672,-0.015466329185556672,0.15,0.16458333333333336,1.0,1.0,1.0,-0.013446079567074776,0.0,0.0,1.0,1.0,0.0,False
80,0.658333,FULL_STACK,15099.919500872493,490.5298938274154,0.37914243067397035,1.9818813450649069,10.09248313699435,-0.008423713449018292,-0.0024033609016679944,-0.01590631726969711,-0.01590631726969711,0.15,0.16666666666666669,1.0,1.0,1.0,-0.013502956368029118,0.0,0.0,1.0,1.0,0.0,False
81,0.666667,FULL_STACK,15100.003820985556,490.5557324070936,0.3790325791735367,2.0031903044029105,10.124804537420403,-0.004826987964774064,-0.0019129954782100271,-0.01541248825758415,-0.01541248825758415,0.15,0.16875,1.0,1.0,1.0,-0.013499492779374123,0.0,0.0,1.0,1.0,0.0,False
82,0.675,FULL_STACK,15100.08843863383,490.57780537331513,0.3790731958088682,1.983736817174153,10.188784718634516,-0.0044214139701529865,-0.0015180167246894847,-0.014982981650932313,-0.014982981650932313,0.15,0.17083333333333334,1.0,1.0,1.0,-0.013464964926242828,0.0,0.0,1.0,1.0,0.0,False
