time_s,alt_ft,vc_kts,theta_deg,phi_deg,alpha_deg,hdot_fps,q_dps,throttle,elev_cmd,elev_plant,pitch_trim,speedbrake,pitch_cmd_deg,alt_err,vel_err,fault_active,eff_gamma
0.0,15093.312538702041,488.1519449862539,0.38452726108730717,1.8555947183735964,-0.18065683294480722,9.820865495499701,-0.0026468271453802547,0.15,-0.013178031589897022,-0.013178031589897022,-0.02135247683250345,0.16868281690664946,0.1996675410432176,-93.2304275110364,-88.11380281777491,0,1.0
0.00833333333333286,15093.394017338753,488.182727590905,0.3843648258138789,1.9186799514692263,-0.18083948432512573,9.821984255429276,-0.017216405871379313,0.15,-0.010261364923230355,-0.010261364923230355,-0.02135247683250345,0.16891166991752346,0.20046909300527355,-93.31253870204091,-88.15194498625391,0,1.0
0.01666666666666572,15093.476084053516,488.2098228492758,0.38418367623982275,1.9393544979849917,-0.1828801049563004,9.854156995801109,-0.04735397689268036,0.15,-0.007344698256563689,-0.007344698256563689,-0.02135247683250345,0.16909636554543012,0.20041269104790357,-93.39401733875275,-88.18272759090502,0,1.0
0.02499999999999858,15093.55844323337,488.23322572493385,0.38386897264745945,1.9196616057667817,-0.18689229239582883,9.917445643840429,-0.09209063359556365,0.15,-0.005178623813181204,-0.005178623813181204,-0.02135247683250345,0.1692589370956547,0.1999212393253161,-93.47608405351639,-88.20982284927578,0,1.0
0.03333333333333144,15093.641459681094,488.26432360408086,0.3832584477411322,1.8587031121613296,-0.1874798705902425,9.917540712020942,-0.1445388982675999,0.15,-0.0050327017525671576,-0.0050327017525671576,-0.02135247683250345,0.16939935434960307,0.19899401866283842,-93.55844323337078,-88.23322572493385,0,1.0
0.0416666666666643,15093.723886147141,488.29919721577176,0.38210597434592447,1.8397524653253716,-0.18669411936517172,9.885132971156674,-0.19607937660597158,0.15,-0.005875041791075739,-0.005875041791075739,-0.02135247683250345,0.16958594162448515,0.19895117948444976,-93.64145968109369,-88.26432360408086,0,1.0
0.04999999999999716,15093.80601369217,488.3378211931604,0.3804138271956107,1.8616575058021076,-0.18454299334613714,9.820409938912542,-0.24177253280874839,0.15,-0.006675668921836385,-0.006675668921836385,-0.02135247683250345,0.16979518329463053,0.19936367462352567,-93.72388614714146,-88.29919721577176,0,1.0
0.05833333333333002,15093.887467879802,488.3687720725939,0.3782593344610637,1.925055723776832,-0.18648861978246872,9.817521985730078,-0.28420043427210967,0.15,-0.0075306927560737005,-0.0075306927560737005,-0.02135247683250345,0.17002692715896228,0.20022873330242905,-93.80601369217038,-88.33782119316038,0,1.0
0.06666666666666288,15093.96948255971,488.39580881881847,0.37585439568220763,1.9460015827906851,-0.1905429516414685,9.846020285754884,-0.3231112455280023,0.15,-0.007513699574511471,-0.007513699574511471,-0.02135247683250345,0.17021263243556348,0.20022843755316774,-93.88746787980199,-88.36877207259391,0,1.0
0.07499999999999574,15094.051759768277,488.419002858865,0.3732431728771857,1.9265388316662435,-0.19664948226770054,9.905775180564989,-0.3619612446293003,0.15,-0.007604517841325708,-0.007604517841325708,-0.02135247683250345,0.1703748529129108,0.19978845401286607,-93.96948255971074,-88.39580881881847,0,1.0
0.0833333333333286,15094.134664729238,488.4497644813226,0.37038535761991737,1.865768589412662,-0.1992947538666502,9.902507832318237,-0.3971585211116355,0.15,-0.007653833751865214,-0.007653833751865214,-0.02135247683250345,0.17051401715318992,0.19891074688124127,-94.0517597682774,-88.41900285886499,0,1.0
0.09166666666666146,15094.216952510178,488.48433660600784,0.3671309072464364,1.8460950541022976,-0.2004005271840944,9.866380204738267,-0.4302760381859698,0.15,-0.00859075751525264,-0.00859075751525264,-0.02135247683250345,0.17069858688793546,0.1989150372762157,-94.13466472923756,-88.44976448132257,0,1.0
0.09999999999999432,15094.298907037824,488.5226448013004,0.3634898958690982,1.867335391808188,-0.1999783889929239,9.797762675762861,-0.4569236733191423,0.15,-0.009420663402001567,-0.009420663402001567,-0.02135247683250345,0.17090601963604707,0.19937968017186503,-94.21695251017809,-88.48433660600784,0,1.0
0.10833333333332718,15094.380155663937,488.55327731756,0.3595447325454558,1.930107292468398,-0.2034805320252752,9.790745616288833,-0.4800321314361283,0.15,-0.0102870700717954,-0.0102870700717954,-0.02135247683250345,0.17113586880780224,0.20029934831369756,-94.29890703782439,-88.52264480130037,0,1.0
0.11666666666666003,15094.461929183453,488.57999137452356,0.35551020366396907,1.950402482510059,-0.20892069631332608,9.814967023413846,-0.4994626285644546,0.15,-0.010267652544460689,-0.010267652544460689,-0.02135247683250345,0.17131966390536002,0.2003569628332775,-94.38015566393733,-88.55327731756,0,1.0
0.1249999999999929,15094.543929290026,488.6028600937725,0.35143150322728567,1.9302522851321775,-0.21624277159464747,9.870316067402541,-0.5187760448600102,0.15,-0.010342260299561649,-0.010342260299561649,-0.02135247683250345,0.17147994824714136,0.19997697637376932,-94.46192918345332,-88.57999137452356,0,1.0
