episode_id,ok,reason,gamma_remaining,loss_percent,seed,fault_onset_s,target_alt_ft,target_vc_kts,n_rows,crash
42,True,complete,0.8,19.999999999999996,42716,4.970140140346979,15028.524480389875,397.17657823921365,400,False
43,True,complete,0.8,19.999999999999996,43713,5.494594593052378,15013.27791130951,400.8764547734889,400,False
44,True,complete,0.8,19.999999999999996,44710,5.309730963666063,15022.30165538414,403.89784687212216,400,False
45,True,complete,0.8,19.999999999999996,45707,5.453630784443361,14996.69510459258,397.30777029060647,400,False
46,True,complete,0.8,19.999999999999996,46704,5.281057632964437,15009.781983792354,398.2522433865604,400,False
47,True,complete,0.8,19.999999999999996,47701,4.763961304206083,15016.939005557051,403.44992279092406,400,False
48,True,complete,0.8,19.999999999999996,48698,4.639192724463936,14976.928329501621,399.48341252963183,400,False
49,True,complete,0.8,19.999999999999996,49695,5.363173918228813,14971.572553837526,400.68229526971714,400,False
50,True,complete,0.8,19.999999999999996,50692,4.730383128830198,14988.094711317608,402.8765152621473,400,False
51,True,complete,0.8,19.999999999999996,51689,4.563438276974251,15001.852095237491,400.2240281290292,400,False
52,True,complete,0.8,19.999999999999996,52686,5.011576715265193,15006.656183122243,401.7737488636344,400,False
53,True,complete,0.8,19.999999999999996,53683,4.777462845468096,14978.849792840734,396.3215086460518,400,False
54,True,complete,0.8,19.999999999999996,54680,5.450695207206636,15038.593149239325,401.5441741673203,400,False
55,True,complete,0.8,19.999999999999996,55677,5.007778561849705,14982.366412393558,400.3978603138598,400,False
56,True,complete,0.8,19.999999999999996,56674,4.601158832991683,15034.827278949446,402.03035166263993,400,False
57,True,complete,0.8,19.999999999999996,57671,5.1298148217122135,15025.855216768481,402.9598253930783,400,False
58,True,complete,0.8,19.999999999999996,58668,4.9976141632628055,15020.863634279265,397.2553032990318,400,False
59,True,complete,0.8,19.999999999999996,59665,4.654361899075229,15034.794909198246,397.9336908377512,400,False
60,True,complete,0.8,19.999999999999996,60662,4.863588688747227,14967.66852290451,396.92730817711606,400,False
61,True,complete,0.8,19.999999999999996,61659,5.154858284137078,14964.300288967832,400.07152146984714,400,False
62,True,complete,0.8,19.999999999999996,62656,4.7800993563641265,15013.06253179725,396.27712424970525,400,False
63,True,complete,0.8,19.999999999999996,63653,4.518082172232953,14969.133135239486,399.0987172883364,400,False
64,True,complete,0.8,19.999999999999996,64650,5.35184506868965,15012.285201550505,397.0717156557115,400,False
65,True,complete,0.8,19.999999999999996,65647,5.357003371843448,14998.752445428596,401.9827469436116,400,False
66,True,complete,0.8,19.999999999999996,66644,4.778368530841447,15026.92460388659,399.0142700366137,400,False
67,True,complete,0.8,19.999999999999996,67641,5.455421775833564,14962.298992903165,398.06897994746805,400,False
68,True,complete,0.8,19.999999999999996,68638,5.326191497547558,14979.332648814398,396.0400371546074,400,False
69,True,complete,0.8,19.999999999999996,69635,5.341175082933457,15001.306526112872,401.03552234114875,400,False
70,True,complete,0.8,19.999999999999996,70632,5.11136796213499,14977.809208345796,398.12447574291764,400,False
71,True,complete,0.8,19.999999999999996,71629,4.636589420909418,14975.294265992816,403.5992746157542,400,False
72,True,complete,0.8,19.999999999999996,72626,4.725010121892787,15004.319196075548,402.4337103709293,400,False
73,True,complete,0.8,19.999999999999996,73623,4.539856976015577,15017.966798474657,399.31167237580144,400,False
74,True,complete,0.8,19.999999999999996,74620,4.5824729117898775,14993.183457195972,400.9195308111588,400,False
75,True,complete,0.8,19.999999999999996,75617,5.2600045695601905,14976.539081456966,400.2805451029082,400,False
76,True,complete,0.8,19.999999999999996,76614,5.465233292066441,15006.99604923556,399.3981173978556,400,False
77,True,complete,0.8,19.999999999999996,77611,5.404562593739817,14992.842335904625,396.6831819729621,400,False
78,True,complete,0.8,19.999999999999996,78608,5.340431652559092,15035.168837490579,396.7371028450593,400,False
79,True,complete,0.8,19.999999999999996,79605,5.264531239318195,14996.719174384381,396.77101181685975,400,False
80,True,complete,0.6,40.0,80402,5.032538059585611,14969.95653587719,402.37831968720684,400,False
81,True,complete,0.6,40.0,81399,4.886134852018294,15025.36695855159,396.8943995074838,400,False
82,True,complete,0.6,40.0,82396,5.431308905082795,15001.328890057583,397.7465207135164,400,False
83,True,complete,0.6,40.0,83393,4.8770265170607425,15032.081834915934,402.92194262454035,400,False
84,True,complete,0.6,40.0,84390,4.61385367241383,14995.191671766466,403.0670412176836,400,False
85,True,complete,0.6,40.0,85387,4.952802614511471,15001.813015014484,398.0277227344188,400,False
86,True,complete,0.6,40.0,86384,4.566043083451036,14987.440082928455,398.13820325246434,400,False
87,True,complete,0.6,40.0,87381,4.8435585525953275,15020.642688431126,399.6504253354582,400,False
88,True,complete,0.6,40.0,88378,5.41297597713811,14960.3114623165,400.00377576496766,400,False
89,True,complete,0.6,40.0,89375,5.135306922228366,15025.706196548355,400.4858158476726,400,False
90,True,complete,0.6,40.0,90372,5.467008622280424,14996.030625931824,400.3905503023668,400,False
91,True,complete,0.6,40.0,91369,5.366819179375261,14971.241972170075,397.8810445980772,400,False
92,True,complete,0.6,40.0,92366,5.434345466343249,15020.563652512841,400.5834759999719,400,False
93,True,complete,0.6,40.0,93363,4.5416389420846865,15006.581378108836,402.207698826,400,False
94,True,complete,0.6,40.0,94360,5.480543924465394,15000.098846622335,401.542682302016,400,False
95,True,complete,0.6,40.0,95357,4.579120821817162,15033.908224508712,399.7133355201251,400,False
96,True,complete,0.6,40.0,96354,5.492148094649412,15016.521643098658,399.3483558842741,400,False
97,True,complete,0.6,40.0,97351,5.267414258017145,14992.5794786557,403.09245020541596,400,False
98,True,complete,0.6,40.0,98348,5.261814512448601,15025.75765033626,403.92357570366335,400,False
99,True,complete,0.6,40.0,99345,5.473958907498935,14982.431080289076,398.4860818776449,400,False
100,True,complete,0.6,40.0,100342,5.256975739381274,15018.6821600881,399.81187575943943,400,False
101,True,complete,0.6,40.0,101339,5.009797807410443,14991.68467311867,399.74998633672016,400,False
102,True,complete,0.6,40.0,102336,4.5536646852501494,15029.246475489585,397.27200072667324,400,False
103,True,complete,0.6,40.0,103333,5.330248886653937,15026.643396537505,397.1821818410149,400,False
104,True,complete,0.6,40.0,104330,5.423783074333449,15019.665465302009,401.90128183563354,400,False
105,True,complete,0.6,40.0,105327,5.119210393459633,14981.454113486978,403.59301999955943,400,False
106,True,complete,0.6,40.0,106324,5.440847426272425,14968.392917054856,396.8774163153369,400,False
107,True,complete,0.6,40.0,107321,4.722119649458472,15012.169691608211,399.24802769151637,400,False
108,True,complete,0.6,40.0,108318,4.634294387096451,14971.421962528702,398.4547212063471,400,False
109,True,complete,0.6,40.0,109315,4.713519631901263,15019.182609342963,397.4882840581713,400,False
110,True,complete,0.6,40.0,110312,5.347709988575836,15034.703395673496,398.82249699017797,400,False
111,True,complete,0.6,40.0,111309,5.291572845567109,15010.837477245257,403.02217081012145,400,False
112,True,complete,0.6,40.0,112306,5.34897784511371,14976.485122751466,399.65048304123115,400,False
113,True,complete,0.6,40.0,113303,4.629833142507996,15032.737623314715,399.3811396393341,400,False
114,True,complete,0.6,40.0,114300,4.8698899126480795,15036.795993866368,400.01814265446205,400,False
115,True,complete,0.6,40.0,115297,5.356118513116888,15007.948856377046,403.1043022371703,400,False
116,True,complete,0.6,40.0,116294,5.153263360232262,14964.942162609843,402.6769492394333,400,False
117,True,complete,0.6,40.0,117291,4.70001333588871,15029.683880619423,401.4241672076354,400,False
118,True,complete,0.6,40.0,118288,4.832953616744326,15030.331685670933,396.56313739742575,400,False
119,True,complete,0.6,40.0,119285,5.396606284297075,14991.811275696202,396.26160582303766,400,False
120,True,complete,0.5,50.0,120182,4.895263561191132,15006.618787086398,396.4119860074882,400,False
121,True,complete,0.5,50.0,121179,4.652911873091309,15036.867733914523,398.0392417376611,400,False
122,True,complete,0.5,50.0,122176,4.667670792397349,14973.255561277767,403.92878555232363,400,False
123,True,complete,0.5,50.0,123173,5.179275111070267,14977.357675207433,401.25600648802634,400,False
124,True,complete,0.5,50.0,124170,4.548757009725327,14984.416597149739,396.64655262438544,400,False
125,True,complete,0.5,50.0,125167,4.861775549025019,14988.974394369367,403.89799904222434,400,False
126,True,complete,0.5,50.0,126164,4.683473550968101,15006.679652312172,399.5548642356994,400,False
127,True,complete,0.5,50.0,127161,5.394940206332219,14999.734636860981,400.0669130750362,400,False
128,True,complete,0.5,50.0,128158,4.649730516241371,15025.532897038542,402.6092048847583,400,False
129,True,complete,0.5,50.0,129155,5.001697311820691,14969.659960151102,403.30418109800564,400,False
130,True,complete,0.5,50.0,130152,4.511204086329988,15002.249139469619,399.0164654538883,400,False
131,True,complete,0.5,50.0,131149,5.272821604899602,14987.438212770576,396.7380362783274,400,False
132,True,complete,0.5,50.0,132146,5.4578101229699385,14974.708933918004,399.75867044119474,400,False
133,True,complete,0.5,50.0,133143,5.147455894639124,14981.572371553326,396.6562949908413,400,False
134,True,complete,0.5,50.0,134140,4.952111634484154,14978.94247611539,396.46694270632554,400,False
135,True,complete,0.5,50.0,135137,4.864920052785157,15025.195983079637,400.67098283256774,400,False
136,True,complete,0.5,50.0,136134,4.820332805963353,14982.822867424276,401.4675790597239,400,False
137,True,complete,0.5,50.0,137131,4.874230630019721,14980.935544941696,396.483571230093,400,False
138,True,complete,0.5,50.0,138128,5.389348165216624,14978.81258930425,399.054048998683,400,False
139,True,complete,0.5,50.0,139125,5.260490150934093,15025.279341115056,396.1014681475896,400,False
140,True,complete,0.5,50.0,140122,5.448910831987096,14989.55225831761,398.8073596160079,400,False
141,True,complete,0.5,50.0,141119,5.155513663607477,14985.073097247003,401.7502341415889,400,False
142,True,complete,0.5,50.0,142116,5.43279729099942,14979.964418757812,400.85312491886697,400,False
143,True,complete,0.5,50.0,143113,4.773875794957442,14999.968768472054,397.8639613559867,400,False
144,True,complete,0.5,50.0,144110,5.028032548214087,15003.381505703155,396.2829078566907,400,False
145,True,complete,0.5,50.0,145107,5.362907840179167,14993.93071414554,403.46488977440146,400,False
146,True,complete,0.5,50.0,146104,4.674719985890263,14971.536819605722,398.4942877815009,400,False
147,True,complete,0.5,50.0,147101,5.024617205843061,15011.814316852297,397.36235002637875,400,False
148,True,complete,0.5,50.0,148098,5.023902781961896,15009.752642627176,397.9708748848163,400,False
149,True,complete,0.5,50.0,149095,5.040753794404278,15023.047986803182,401.2164190668867,400,False
150,True,complete,0.5,50.0,150092,5.315436444817694,14991.42645527922,403.04963659117936,400,False
151,True,complete,0.5,50.0,151089,4.91527710637893,14961.454398268837,402.8113376672691,400,False
152,True,complete,0.5,50.0,152086,5.4868210993892506,14991.053369421103,402.03466303947465,400,False
153,True,complete,0.5,50.0,153083,5.418394999624656,15022.685537153386,397.82928350054556,400,False
154,True,complete,0.5,50.0,154080,5.2354272721910675,14963.448773490574,398.5806196515833,400,False
155,True,complete,0.5,50.0,155077,5.254843263124675,14983.494754015415,400.6873395998693,400,False
156,True,complete,0.5,50.0,156074,5.067606581867657,14997.225136122268,401.20114686827014,400,False
157,True,complete,0.5,50.0,157071,4.941561352695819,14993.341701667676,400.7625883757205,400,False
158,True,complete,0.5,50.0,158068,5.34597750657635,15035.739971216753,396.7933538295558,400,False
159,True,complete,0.5,50.0,159065,4.7481454379831085,14985.353905418899,403.55990148058316,400,False
